Date,Time_Hour,Month,Area Name,Road/Intersection Name,Event,Spectator_Count,Traffic Volume,Average Speed,Travel Time Index,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Congestion Level,Road_DNA_Score,Reroute_Reason
2025-03-18,19,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,28721,121318,13.95,4.45,101.55,3,133.75,77.75,78.33,99.63,1015,Clear,No,High,84,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,721 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-04-11,18,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,31544,90226,12.09,2.51,111.83,2,158.37,60.0,87.4,86.5,3010,Light Rain,No,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,544 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-03-10,22,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs SRH,32223,86234,12.95,2.81,108.16,4,141.55,70.32,87.88,86.48,1637,Heavy Rain,Yes,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,223 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-03-27,22,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,34815,101359,12.63,2.65,108.4,2,188.82,82.3,71.25,88.13,2611,Heavy Rain,No,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 34,815 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-05-21,23,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,33748,109186,12.13,3.86,112.0,4,149.02,71.98,80.64,88.68,2186,Light Rain,No,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,748 spectators). Heavy crowd movement on MG Road during peak match hours (23:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-03-11,23,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,28593,116869,13.52,4.15,94.67,1,179.59,66.76,82.95,93.03,3403,Thunderstorm,No,High,89,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,593 spectators). Heavy crowd movement on MG Road during peak match hours (23:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-05-23,16,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,32650,69110,21.36,1.63,89.43,2,153.66,76.04,76.46,90.42,2485,Clear,No,Medium,68,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 32,650 spectators). Heavy crowd movement on MG Road during peak match hours (16:00). Road DNA: 68. Reroute via Richmond Road flyover."
2025-04-09,19,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,32956,103905,9.56,2.6,94.95,0,150.49,61.37,85.95,89.36,1154,Heavy Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,956 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-28,20,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,29690,128442,10.27,2.82,103.06,0,165.91,81.06,81.65,96.66,1686,Light Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,690 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-10,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,29208,100358,9.84,3.38,103.22,4,138.21,63.11,82.69,91.44,1870,Thunderstorm,No,High,81,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,208 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-04-05,16,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs GT,33438,66314,23.06,1.62,90.12,3,143.68,65.21,71.94,95.28,2878,Thunderstorm,No,Medium,67,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,438 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 67. Reroute via Richmond Road flyover."
2025-03-25,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,28136,108092,11.3,2.55,92.47,2,139.8,68.77,85.17,97.98,2472,Clear,Yes,High,81,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 28,136 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-03-15,22,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs MI,32049,89752,6.98,3.67,109.04,2,150.51,79.27,70.57,90.65,2735,Thunderstorm,No,High,95,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 32,049 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-05-06,21,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,28410,71446,19.52,1.95,75.17,3,175.29,70.97,78.67,94.36,1966,Clear,Yes,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,410 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (21:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-04-27,18,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,29931,128740,8.57,2.74,105.47,3,154.58,88.28,88.28,97.36,1708,Clear,Yes,High,81,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,931 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-05-12,19,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,30933,112932,12.33,2.76,101.39,4,155.47,75.85,89.52,85.15,997,Heavy Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 30,933 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-17,18,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,29366,105406,6.51,3.03,100.1,3,141.13,78.58,71.53,86.4,2484,Light Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 29,366 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-03-26,21,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,31937,98484,10.67,2.91,108.97,1,132.67,65.29,75.4,93.73,1303,Light Rain,No,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,937 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-05-09,23,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,31542,101514,12.11,2.53,99.85,4,137.29,80.13,72.52,97.1,3308,Thunderstorm,Yes,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,542 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-05-21,18,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,30019,105233,10.09,3.47,111.07,1,162.75,87.69,76.86,93.29,1585,Clear,Yes,High,85,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,019 spectators). Heavy crowd movement on Kasturba Road during peak match hours (18:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-23,19,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,29594,102089,10.95,4.43,104.65,4,152.59,60.82,75.86,95.87,1227,Thunderstorm,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,594 spectators). Heavy crowd movement on Cubbon Road during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-03-15,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,30069,99640,8.62,3.06,110.94,4,186.3,76.15,73.38,96.4,1639,Light Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,069 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-04-25,23,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,28982,128532,13.6,4.28,106.74,0,137.63,86.55,72.01,87.22,3210,Thunderstorm,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 28,982 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-05-08,20,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,33990,83242,21.82,2.0,73.71,3,176.84,79.04,76.54,89.43,1031,Thunderstorm,Yes,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 33,990 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-05-19,17,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,32518,119528,13.77,3.15,111.18,4,188.26,85.59,75.82,85.65,2226,Light Rain,Yes,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,518 spectators). Heavy crowd movement on Richmond Road during peak match hours (17:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-20,19,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,31439,100374,13.47,4.36,93.93,0,160.24,82.95,72.11,93.76,1029,Heavy Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,439 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-12,20,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,33285,100863,9.23,3.39,108.44,2,186.91,75.36,72.69,96.65,2015,Heavy Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 33,285 spectators). Heavy crowd movement on Richmond Road during peak match hours (20:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-26,20,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,31312,79781,20.39,1.84,70.29,4,121.07,62.08,88.78,90.06,1569,Thunderstorm,No,Medium,72,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,312 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 72. Reroute via Richmond Road flyover."
2025-04-12,20,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs MI,28394,125782,11.64,2.92,105.19,4,127.33,67.12,86.29,86.82,811,Light Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 28,394 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-04-15,23,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,29693,103368,6.52,2.73,114.49,3,120.21,75.74,88.31,97.71,1241,Clear,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 29,693 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-05-17,16,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,33143,107081,8.69,3.55,92.3,2,123.2,79.23,87.34,85.61,2101,Light Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 33,143 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-04-13,21,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,29676,68296,22.27,1.92,84.29,3,162.66,69.1,79.35,88.33,2392,Thunderstorm,No,Medium,67,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,676 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 67. Reroute via Richmond Road flyover."
2025-04-14,19,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs DC,31521,118519,10.66,3.47,96.82,4,184.24,80.46,89.93,85.0,1191,Clear,No,High,88,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,521 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-03-03,21,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,31910,78645,16.45,1.9,90.09,0,140.18,80.81,85.3,88.83,914,Clear,No,Medium,56,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,910 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 56. Reroute via Richmond Road flyover."
2025-05-11,17,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs GT,31067,119931,12.73,3.2,108.25,4,129.74,85.3,78.11,94.01,907,Light Rain,Yes,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,067 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-12,18,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,29486,85754,7.65,3.26,95.46,3,130.88,68.95,78.64,86.69,2592,Heavy Rain,Yes,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,486 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-04-04,19,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs GT,32722,120450,11.6,3.66,95.64,3,143.38,65.68,74.62,86.76,3413,Light Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 32,722 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-27,21,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,29826,62418,15.81,1.98,84.89,2,149.25,61.45,86.31,94.47,2125,Thunderstorm,Yes,Medium,59,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,826 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 59. Reroute via Richmond Road flyover."
2025-04-25,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,29976,123489,7.94,2.59,94.15,4,131.04,71.73,85.27,90.55,1152,Light Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,976 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-28,16,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,31770,88361,9.76,3.71,94.94,1,148.1,60.7,72.69,93.87,1785,Heavy Rain,No,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 31,770 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-03-22,19,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,31962,126068,11.5,2.88,95.14,4,188.77,65.64,80.69,90.77,3118,Heavy Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,962 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-06,23,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,33261,97289,10.54,4.08,110.71,1,171.68,80.93,72.67,93.83,3180,Light Rain,Yes,Severe,87,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,261 spectators). Heavy crowd movement on MG Road during peak match hours (23:00). Road DNA: 87. Reroute via Richmond Road flyover."
2025-04-16,19,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,30443,86915,9.29,2.73,100.43,4,125.94,75.11,88.67,89.79,2114,Clear,No,High,89,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,443 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-03-17,18,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,29404,104238,10.83,2.93,105.36,2,186.4,88.16,71.28,91.63,1715,Clear,No,High,86,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,404 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-04-11,18,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,30805,101984,7.31,3.81,101.1,3,187.34,69.45,70.09,85.59,1993,Clear,No,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,805 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-03-24,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,29157,85969,13.29,3.31,92.26,1,127.7,60.72,71.67,99.72,3173,Light Rain,Yes,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,157 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-05-25,17,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,31640,102755,13.33,4.0,93.92,3,124.0,72.03,79.4,89.16,2338,Thunderstorm,Yes,High,90,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 31,640 spectators). Heavy crowd movement on Cubbon Road during peak match hours (17:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-03-20,16,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,34765,65833,21.15,2.38,90.66,3,161.51,86.53,82.08,89.26,2464,Clear,No,Medium,69,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 34,765 spectators). Heavy crowd movement on MG Road during peak match hours (16:00). Road DNA: 69. Reroute via Richmond Road flyover."
2025-04-17,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,28846,64237,22.51,1.96,72.54,4,147.8,75.98,73.73,97.98,3492,Thunderstorm,No,Medium,55,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 28,846 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 55. Reroute via Richmond Road flyover."
2025-05-20,21,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,29779,111405,9.21,4.16,114.27,1,128.67,87.67,79.74,94.07,2028,Light Rain,Yes,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,779 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-05-19,17,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs RR,30321,89043,12.52,2.84,114.71,3,172.56,87.88,77.79,89.9,2724,Clear,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,321 spectators). Heavy crowd movement on Cubbon Road during peak match hours (17:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-05-11,18,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,28824,111177,10.23,3.46,97.4,2,162.49,81.49,70.63,96.22,3242,Heavy Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,824 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-17,19,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs KKR,31498,88265,13.05,3.29,106.01,1,155.67,72.19,76.45,91.03,2058,Heavy Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 31,498 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-04-21,21,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs MI,29324,116684,6.59,4.01,104.6,4,139.07,83.05,76.54,88.81,1528,Heavy Rain,No,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 29,324 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-03,20,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs RR,30805,62886,20.48,1.88,74.67,0,172.76,82.91,72.95,97.12,1714,Clear,Yes,Medium,65,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,805 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 65. Reroute via Richmond Road flyover."
2025-04-10,19,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,28090,92750,13.49,3.28,107.5,3,152.76,85.81,81.38,86.87,2412,Clear,No,High,83,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 28,090 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-03-25,19,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs SRH,31063,119718,10.94,3.15,109.74,4,168.19,84.09,73.24,88.2,903,Light Rain,No,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,063 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-04-09,19,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs KKR,32626,124810,10.22,4.25,107.15,4,124.24,64.29,78.59,94.85,1312,Clear,No,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 32,626 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 94. Reroute via Richmond Road flyover."
